question_id,expected_answer,source_doc,in_corpus,category,config,question,answer,retrieved_chunks,latency_ms,grv_score,grv_label,grv_layer_scores,flagged,ragas_faithfulness,cross_encoder_score,reranker_score
Q105,CONTAINER_APP_PORT,container-apps/environment-variables.md,True,container_apps_environment,A,What built-in environment variable holds the target port of a container app in Azure Container Apps?,The built-in environment variable that holds the target port of a container app in Azure Container Apps is `PORT`.,[],1600,,,,,,,
Q106,secretref:,container-apps/environment-variables.md,True,container_apps_environment,A,What prefix do you use to reference a secret's value in an Azure Container Apps environment variable?,"In an Azure Container Apps environment variable, you use the prefix `secretref:` to reference a secret's value. For example:

```yaml
env:
  - name: MY_SECRET
    value: secretref:mySecretName
```",[],1827,,,,,,,
Q107,"T4 has 16GB VRAM, A100 has 80GB HBM2/HBM2e",container-apps/gpu-types.md,True,container_apps_gpu,A,How much GPU memory does the NVIDIA T4 have compared to the A100 in Azure Container Apps?,"The NVIDIA T4 GPU has 16 GB of memory, while the NVIDIA A100 GPU has 40 GB or 80 GB of memory depending on the specific A100 variant. In Azure Container Apps, the T4 typically provides 16 GB of GPU memory, whereas the A100 offers significantly more, with options for 40 GB or 80 GB of GPU memory.",[],2246,,,,,,,
Q108,Up to 20 times better performance,container-apps/gpu-types.md,True,container_apps_gpu,A,"According to Azure Container Apps documentation, how much faster is the A100 GPU than the T4 for training large models?","According to Azure Container Apps documentation, the NVIDIA A100 GPU is up to 3 times faster than the T4 GPU for training large models.",[],1653,,,,,,,
Q109,"Billed based on running duration in increments of one hour, from allocation until deallocation",container-apps/billing.md,True,container_apps_billing,A,"In Azure Container Apps dynamic sessions, how is a code interpreter session billed?","In Azure Container Apps dynamic sessions, a code interpreter session is billed based on the underlying compute resources consumed during the session. This typically includes charges for CPU, memory, and the duration the container instance runs while the code interpreter session is active. Billing is usage-based, reflecting the actual resource consumption rather than a flat fee per session.",[],2201,,,,,,,
Q110,E16 compute instances,container-apps/billing.md,True,container_apps_billing,A,What compute instance type does each custom container session pool run on in Azure Container Apps dynamic sessions?,"In Azure Container Apps dynamic sessions, each custom container session pool runs on the **Standard_D4s_v3** compute instance type.",[],1678,,,,,,,
Q111,8 GB per app or job replica,container-apps/containers.md,True,container_apps_containers,A,What is the maximum container image size supported for a Consumption workload profile in Azure Container Apps?,The maximum container image size supported for a Consumption workload profile in Azure Container Apps is 10 GB.,[],1741,,,,,,,
Q112,"No, privileged containers with host-level access are not allowed",container-apps/containers.md,True,container_apps_containers,A,Does Azure Container Apps allow privileged containers with host-level access?,"No, Azure Container Apps does not allow privileged containers with host-level access. It is a managed serverless container service designed to run containers in a secure, isolated environment without granting direct host-level or privileged access. If you require privileged containers or host-level access, you would need to use other Azure services like Azure Kubernetes Service (AKS) with appropriate node configurations.",[],1971,,,,,,,
Q113,It identifies the name of the secret in the secrets array where the registry password is defined,container-apps/containers.md,True,container_apps_containers,A,What role does the passwordSecretRef field play when configuring a private container registry in Azure Container Apps?,"The `passwordSecretRef` field in Azure Container Apps is used to reference a secret that contains the password (or access token) for authenticating to a private container registry. When configuring a private container registry, you provide the registry server URL, username, and a password. Instead of embedding the password directly in the configuration, you store it securely as a secret in Azure Container Apps, and `passwordSecretRef` points to that secret. This enhances security by keeping sensitive credentials out of the main configuration and enabling secure retrieval at runtime.",[],2382,,,,,,,
Q114,"By using the built-in service discovery through the container app name as the hostname, or via Dapr service invocation using the Dapr app ID",container-apps/connect-apps.md,True,container_apps_networking,A,How do you connect two Azure Container Apps so they can communicate with each other?,"To connect two Azure Container Apps so they can communicate with each other, you typically use the built-in networking features of Azure Container Apps within the same environment. Here’s how you can do it:

1. **Deploy Both Container Apps in the Same Container Apps Environment**  
   Azure Container Apps that are deployed within the same Container Apps Environment share a virtual network and can communicate with each other using their internal FQDN (Fully Qualified Domain Name).

2. **Use Internal DNS Names for Communication**  
   Each container app gets an internal DNS name in the format:  
   ```
   <app-name>.<environment-name>.azurecontainerapps.io
   ```  
   You can use this DNS name to call one container app from another.

3. **Example**  
   Suppose you have two container apps: `app1` and `app2` in the environment `myenv`. From `app1`, you can send HTTP requests to `app2` using:  
   ```
   http://app2.myenv.azurecontainerapps.io
   ```

4. **Ensure Proper Ingress and Authentication Settings**  
   - If you want the apps to communicate internally only, configure ingress to be internal or disabled as needed.  
   - If authentication is enabled, ensure that the calling app has the necessary tokens or credentials.

5. **Use Environment Variables or Configuration to Store Target URLs**  
   Pass the target app’s internal URL as an environment variable or configuration setting to the calling app.

---

**Summary:**  
- Deploy both apps in the same Container Apps Environment.  
- Use the internal DNS name `<app-name>.<environment-name>.azurecontainerapps.io` to communicate.  
- Configure ingress and authentication appropriately.

This approach leverages Azure Container Apps’ built-in service discovery and networking capabilities for seamless communication.",[],4260,,,,,,,
Q115,Requests from outside the environment receive a 404 response; the app is only reachable from other container apps in the same environment,container-apps/connect-apps.md,True,container_apps_networking,A,What happens to a container app's traffic when it's configured with internal ingress visibility in Azure Container Apps?,"When a container app in Azure Container Apps is configured with **internal ingress visibility**, its ingress endpoint is accessible **only within the virtual network (VNet)** or the internal Azure environment. This means:

- The app does **not** receive traffic from the public internet.
- Traffic to the app is restricted to internal clients or services within the same VNet or connected networks.
- The app can still communicate with other internal resources securely.
- External users cannot directly access the app via its ingress endpoint.

In summary, configuring internal ingress visibility makes the container app's traffic internal-only, isolating it from public internet access.",[],2179,,,,,,,
Q116,The container app name is used directly as the hostname,container-apps/connect-apps.md,True,container_apps_networking,A,What format is used as the hostname when one container app calls another within the same Azure Container Apps environment?,"Within the same Azure Container Apps environment, containers communicate with each other using the **container app name** as the hostname. Specifically, you use the container app's name as the DNS name to call another container app.

For example, if you have two container apps named `app1` and `app2` in the same environment, `app1` can call `app2` using the hostname:

```
http://app2
```

This works because Azure Container Apps provides internal DNS resolution within the same environment, allowing container apps to discover and communicate with each other by their app names.",[],2189,,,,,,,
Q117,"They must complete successfully, running in the order defined in the array",container-apps/containers.md,True,container_apps_containers,A,What must be true of init containers in Azure Container Apps before the primary app container starts?,"In Azure Container Apps, init containers must complete successfully before the primary app container starts. This means that all init containers run to completion and exit without errors, ensuring any necessary setup or initialization tasks are finished prior to launching the main application container.",[],1839,,,,,,,
Q118,0.25 vCPU and 0.5Gi memory,container-apps/containers.md,True,container_apps_containers,A,What CPU and memory combination is the minimum allowed per container app on the Consumption plan in Azure Container Apps?,"The minimum allowed CPU and memory combination per container in Azure Container Apps on the Consumption plan is:

- **CPU:** 0.25 vCPU  
- **Memory:** 0.5 GB (512 MB)

This is the smallest resource allocation you can specify for a container app in the Consumption plan.",[],1834,,,,,,,
Q119,0 issue digicert.com,container-apps/custom-domains-managed-certificates.md,True,container_apps_custom_domains,A,"What CAA record value must you add if a Certification Authority Authorization record exists on your root domain, to allow a free managed certificate in Azure Container Apps?","To allow Azure Container Apps to issue a free managed certificate when a CAA record exists on your root domain, you must add the following CAA record value:

```
0 issue ""digicert.com""
```

Explanation:
- Azure's free managed certificates are issued by DigiCert.
- The CAA record authorizes DigiCert to issue certificates for your domain.
- The record syntax is: `<flags> <tag> ""<value>""`
- Here, `0` is the flag, `issue` is the tag, and `""digicert.com""` is the CA domain.

Make sure this CAA record is added alongside any existing CAA records to avoid blocking certificate issuance by DigiCert.",[],2456,,,,,,,
Q120,Elastic Premium plan or a dedicated App Service plan,azure-functions/functions-bindings-cache.md,True,azure_functions_cache,A,What hosting plans support Redis triggers in Azure Functions?,Redis triggers in Azure Functions are supported only on the **Premium** and **Dedicated (App Service)** hosting plans. They are not supported on the Consumption or Elastic Premium plans.,[],1748,,,,,,,
Q121,X-ZUMO-AUTH,container-apps/authentication.md,True,container_apps_authentication,A,What header does Azure Container Apps use for a client to present its authentication token on subsequent requests after client-directed sign-in?,"Azure Container Apps uses the standard HTTP `Authorization` header for a client to present its authentication token on subsequent requests after client-directed sign-in. The token is typically included as a Bearer token in this header, for example:

```
Authorization: Bearer <token>
```",[],1704,,,,,,,
Q122,/.auth/logout/done,container-apps/authentication.md,True,container_apps_authentication,A,What URL does a successful sign-out redirect the client to by default in Azure Container Apps authentication?,"By default, a successful sign-out in Azure Container Apps authentication redirects the client to the root URL of the application (i.e., ""/"").",[],2200,,,,,,,
Q123,X-MS-CLIENT-PRINCIPAL-NAME and X-MS-CLIENT-PRINCIPAL-ID,container-apps/authentication.md,True,container_apps_authentication,A,What two example headers does Azure Container Apps inject into request headers to expose user claims to application code?,"Azure Container Apps injects the following two example headers into request headers to expose user claims to application code:

1. `X-MS-CLIENT-PRINCIPAL-ID` – contains the user’s unique identifier.
2. `X-MS-CLIENT-PRINCIPAL-NAME` – contains the user’s username or email.

These headers allow the application to access authenticated user information passed from the identity provider.",[],1960,,,,,,,
Q124,/.auth/login/aad,container-apps/authentication.md,True,container_apps_authentication,A,What is the sign-in endpoint path for the Microsoft identity platform in Azure Container Apps built-in authentication?,"The sign-in endpoint path for the Microsoft identity platform in Azure Container Apps built-in authentication is:

```
/.ory/kratos/public/self-service/methods/oidc/callback/microsoft
```

However, in the context of Azure Container Apps built-in authentication (also known as App Service Authentication / Easy Auth), the typical sign-in endpoint path for Microsoft identity platform is:

```
/.auth/login/aad
```

This endpoint initiates the sign-in flow using Azure Active Directory (Microsoft identity platform).

So, the sign-in endpoint path you would use is:

```
/.auth/login/aad
```

This is the standard path to trigger Microsoft identity platform sign-in in Azure Container Apps built-in authentication.",[],2188,,,,,,,
Q125,Access-Control-Max-Age,container-apps/cors.md,True,container_apps_cors,A,What CORS response header does the maxAge setting control in Azure Container Apps?,"In Azure Container Apps, the `maxAge` setting controls the `Access-Control-Max-Age` response header in CORS. This header specifies the number of seconds that the results of a preflight request can be cached by the client.",[],1793,,,,,,,
Q126,* (asterisk),container-apps/cors.md,True,container_apps_cors,A,"What character do you use in Azure Container Apps CORS settings to allow all origins, methods, or headers?","In Azure Container Apps CORS settings, you use the asterisk character `*` to allow all origins, methods, or headers.",[],1647,,,,,,,
Q127,Updates via the command line overwrite your current settings,container-apps/cors.md,True,container_apps_cors,A,What happens to your current CORS settings when you update configuration via the Azure CLI for Container Apps?,"When you update the CORS settings for an Azure Container App via the Azure CLI, the new configuration you provide replaces the existing CORS settings entirely. In other words, the update operation overwrites the current CORS configuration rather than merging with it. Therefore, you need to include all desired CORS origins and settings in your update command to avoid unintentionally removing existing allowed origins.",[],1890,,,,,,,
Q128,30 seconds,azure-functions/functions-bindings-azure-sql.md,True,azure_functions_sql,A,What is the default command timeout in seconds for Azure SQL bindings in Azure Functions before a query is terminated?,"The default command timeout for Azure SQL bindings in Azure Functions is 30 seconds. If a query execution exceeds this duration, it will be terminated unless the timeout is explicitly configured to a different value.",[],1681,,,,,,,
Q129,"NTEXT, TEXT, and IMAGE",azure-functions/functions-bindings-azure-sql.md,True,azure_functions_sql,A,"Which SQL Server data types are not supported for output bindings in Azure Functions, causing data upserts to fail?","In Azure Functions, when using SQL Server output bindings, certain SQL Server data types are not supported and can cause data upserts to fail. These unsupported data types typically include:

- **TEXT, NTEXT, IMAGE** (deprecated large object types)
- **XML**
- **GEOGRAPHY, GEOMETRY** (spatial types)
- **TIMESTAMP / ROWVERSION**
- **SQL_VARIANT**
- **CURSOR**
- **TABLE**

The most common issues arise with large object types (TEXT, NTEXT, IMAGE), XML, and spatial types because the binding does not handle their serialization properly.

To avoid upsert failures, ensure your table columns use supported data types such as:

- INT, BIGINT, SMALLINT, TINYINT
- BIT
- DECIMAL, NUMERIC, FLOAT, REAL
- CHAR, VARCHAR, NCHAR, NVARCHAR
- DATE, DATETIME, DATETIME2, SMALLDATETIME, TIME
- UNIQUEIDENTIFIER

If you need to work with unsupported types, consider handling the data operations manually in code instead of relying on output bindings.",[],3067,,,,,,,
Q130,app.CosmosDB(),azure-functions/functions-bindings-cosmosdb-v2.md,True,azure_functions_go,A,What registration method does the Go worker in Azure Functions use for an Azure Cosmos DB trigger?,"The Go worker in Azure Functions uses attribute-based registration for an Azure Cosmos DB trigger. Specifically, it relies on function metadata defined in the `function.json` file to register the trigger binding, rather than using code-based decorators or annotations as in some other languages. This metadata-driven approach enables the Go worker to recognize and bind the Azure Cosmos DB trigger when the function is invoked.",[],2305,,,,,,,
Q131,Gateway,azure-functions/functions-bindings-cosmosdb-v2.md,True,azure_functions_cosmosdb,A,What is the default connection mode for the Azure Cosmos DB binding in Azure Functions host.json settings?,The default connection mode for the Azure Cosmos DB binding in Azure Functions `host.json` settings is **Gateway** mode.,[],1914,,,,,,,
Q132,uid,azure-functions/functions-bindings-azure-mysql.md,True,azure_functions_mysql,A,What connection string keyword specifies the MySQL user account for authentication in Azure Functions MySQL bindings?,"The connection string keyword that specifies the MySQL user account for authentication in Azure Functions MySQL bindings is **""User Id""** (or equivalently **""Uid""**).",[],1746,,,,,,,
Q133,"GEOMETRY, POINT, and POLYGON",azure-functions/functions-bindings-azure-mysql.md,True,azure_functions_mysql,A,Which spatial data types are unsupported for output bindings in Azure Database for MySQL bindings for Azure Functions?,"Azure Database for MySQL bindings for Azure Functions do not support spatial data types such as **GEOMETRY**, **POINT**, **LINESTRING**, and **POLYGON** for output bindings. These spatial types are unsupported when used as output parameters in the bindings.",[],1856,,,,,,,
Q134,Viewer permissions,azure-functions/functions-bindings-azure-data-explorer.md,True,azure_functions_data_explorer,A,What permission level do users need for Azure Data Explorer input bindings in Azure Functions?,"For Azure Data Explorer input bindings in Azure Functions, users need **read** permission on the target Azure Data Explorer (Kusto) database or table. This typically means the Azure Function's managed identity or service principal must have at least the **Viewer** role or a custom role with **read** access to the relevant database or table in Azure Data Explorer.",[],2146,,,,,,,
Q135,Ingestor permissions,azure-functions/functions-bindings-azure-data-explorer.md,True,azure_functions_data_explorer,A,What permission level do users need for Azure Data Explorer output bindings in Azure Functions?,"For Azure Data Explorer output bindings in Azure Functions, users need **write** permissions on the target Azure Data Explorer (Kusto) database or table. Specifically, the identity used by the Azure Function (such as a managed identity or service principal) must have the **""Data Ingestor""** role or equivalent permissions that allow data ingestion into the database or table. This typically includes permissions to execute the `.ingest` commands or write data via the SDK/API.",[],2283,,,,,,,
Q136,managedServiceIdentity,azure-functions/functions-bindings-azure-data-explorer.md,True,azure_functions_data_explorer,A,What property must be set in the binding definition to use managed identity connections with Azure Data Explorer bindings in Azure Functions?,"To use managed identity connections with Azure Data Explorer bindings in Azure Functions, you must set the property **`authenticationType`** to **`ManagedIdentity`** in the binding definition.",[],1721,,,,,,,
Q137,"Reduce container image size and eliminate unnecessary libraries, or pre-download large models to storage using storage mounts",container-apps/cold-start.md,True,container_apps_cold_start,A,"According to Azure Container Apps guidance, what should you do to reduce cold-start times for images with large machine learning models?","According to Azure Container Apps guidance, to reduce cold-start times for images with large machine learning models, you should **preload or cache the model during container startup** rather than loading it on-demand. This can be done by initializing the model in the container's startup code so that the model is ready to serve requests immediately after the container starts, minimizing latency caused by loading large models at request time. Additionally, using smaller, optimized models or leveraging techniques like model quantization can also help reduce startup time.",[],2124,,,,,,,
Q138,1,azure-functions/functions-bindings-azure-sql.md,True,azure_functions_sql,A,What is the default value of ConnectRetryCount for Azure SQL bindings in Azure Functions?,"The default value of **ConnectRetryCount** for Azure SQL bindings in Azure Functions is **0**. This means that by default, the binding does not retry the connection on failure unless you explicitly set this property to a higher value.",[],2024,,,,,,,
Q139,6380,azure-functions/functions-bindings-cache.md,True,azure_functions_cache,A,What port is used in the connection string when connecting Azure Functions to Azure Cache for Redis?,"When connecting Azure Functions to Azure Cache for Redis, the connection string typically uses port **6380** for SSL/TLS encrypted connections. The default non-SSL port is **6379**, but Azure Cache for Redis enforces SSL by default, so port 6380 is commonly used.",[],1933,,,,,,,
Q140,A liveness probe,container-apps/cold-start.md,True,container_apps_cold_start,A,"What does Azure Container Apps automatically set up when ingress is enabled, which can cause a slow-starting app to be killed?","When ingress is enabled in Azure Container Apps, it automatically sets up a **readiness probe**. This readiness probe checks if the app is ready to receive traffic. If the app is slow to start and does not respond to the readiness probe in time, the platform may consider the app unhealthy and kill or restart it.",[],1761,,,,,,,
Q141,,,False,cosmos_db,A,What is the default consistency level in Azure Cosmos DB?,The default consistency level in Azure Cosmos DB is **Session** consistency.,[],1843,,,,,,,
Q142,,,False,cosmos_db,A,How does Azure Cosmos DB handle automatic failover across regions?,"Azure Cosmos DB handles automatic failover across regions through its multi-region replication and failover capabilities. Specifically:

1. **Multi-Region Replication:**  
   Azure Cosmos DB allows you to configure your database account to replicate data across multiple Azure regions. This replication is fully managed and provides low-latency, high-availability access to your data globally.

2. **Automatic Failover:**  
   When you enable automatic failover, Azure Cosmos DB continuously monitors the health of the primary write region. If the primary region becomes unavailable due to an outage or failure, Azure Cosmos DB automatically fails over to the next available region in the failover priority list.

3. **Failover Priority:**  
   You define a failover priority order for the regions associated with your Cosmos DB account. The region with the highest priority is the primary write region, and others serve as read regions. During failover, the system promotes the next highest priority region to be the new write region.

4. **Seamless Client Experience:**  
   Cosmos DB SDKs are designed to handle failover transparently. They automatically detect the new write region endpoint after failover and route requests accordingly, minimizing downtime and disruption.

5. **Consistency and Data Integrity:**  
   Because Cosmos DB uses multi-master replication and guarantees data consistency models, the failover process ensures that data remains consistent and durable across regions.

In summary, Azure Cosmos DB’s automatic failover mechanism provides high availability by monitoring the primary region and switching write operations to a healthy secondary region based on a configured priority, ensuring minimal downtime and continuous data access.",[],3769,,,,,,,
Q143,,,False,cosmos_db,A,What is a partition key in Azure Cosmos DB and why is it important?,"A partition key in Azure Cosmos DB is a property within your data that Cosmos DB uses to distribute and organize data across multiple physical partitions. It is a value chosen from each item in a container that determines how the data is partitioned.

**Why it is important:**

1. **Scalability:** The partition key enables Cosmos DB to scale out by distributing data and request load evenly across multiple partitions, allowing the database to handle large volumes of data and high throughput.

2. **Performance:** Proper choice of partition key ensures efficient query performance and low latency by minimizing cross-partition queries and evenly distributing workload.

3. **Cost Efficiency:** Since throughput (Request Units) is provisioned per physical partition, a well-chosen partition key helps optimize resource utilization and cost.

4. **Data Organization:** It logically groups related data together, which can improve query efficiency when accessing items with the same partition key.

In summary, the partition key is critical for achieving high availability, scalability, and performance in Azure Cosmos DB. Choosing the right partition key is essential for the effective operation of your Cosmos DB container.",[],4489,,,,,,,
Q144,,,False,cosmos_db,A,What is the maximum document size supported by Azure Cosmos DB?,The maximum document size supported by Azure Cosmos DB is 2 MB.,[],1774,,,,,,,
Q145,,,False,cosmos_db,A,What are Request Units in Azure Cosmos DB?,"Request Units (RUs) in Azure Cosmos DB are a performance currency that abstracts the system resources required to perform database operations such as reads, writes, and queries. Each operation in Cosmos DB consumes a certain number of RUs based on factors like the complexity of the query, the size of the data, and the consistency level. By provisioning a certain number of RUs per second (RU/s), you allocate throughput capacity to your Cosmos DB container or database, ensuring predictable performance and scalability. This model simplifies capacity planning and billing by providing a single measure for resource consumption.",[],2673,,,,,,,
Q146,,,False,cosmos_db,A,What APIs does Azure Cosmos DB support for data access?,"Azure Cosmos DB supports multiple APIs for data access, including:

1. SQL API (Core API) – for querying JSON documents using SQL-like syntax.
2. MongoDB API – for applications using MongoDB drivers.
3. Cassandra API – for applications using Cassandra query language (CQL).
4. Gremlin API – for graph database queries using the Gremlin traversal language.
5. Table API – for key-value and table storage scenarios compatible with Azure Table Storage.

These APIs allow developers to use familiar tools and SDKs to interact with Cosmos DB.",[],2386,,,,,,,
Q147,,,False,cosmos_db,A,How does the change feed feature work in Azure Cosmos DB?,"The change feed feature in Azure Cosmos DB provides a persistent, ordered log of changes (inserts and updates) made to items within a container. It enables applications to listen to and process these changes in near real-time.

Here's how it works:

1. **Change Tracking**: Whenever items are created or updated in a Cosmos DB container, the changes are recorded in the change feed. Deletes are not included in the change feed.

2. **Ordered Log**: The change feed is an append-only, ordered sequence of changes, sorted by the order in which the changes occurred within each logical partition.

3. **Incremental Processing**: Consumers can read the change feed incrementally, starting from a specific point in time or from the beginning, allowing them to process only new changes since their last read.

4. **Multiple Consumers**: Multiple consumers can independently read the change feed without interfering with each other.

5. **Integration**: The change feed can be accessed programmatically via the SDKs or integrated with Azure Functions, Azure Stream Analytics, or other event-driven architectures to trigger downstream processing.

6. **Use Cases**: Common use cases include real-time data processing, event sourcing, cache invalidation, materialized views, and data replication.

In summary, the change feed in Azure Cosmos DB acts as a reliable, ordered stream of data changes that applications can consume to react to data modifications efficiently.",[],3426,,,,,,,
Q148,,,False,cosmos_db,A,What is the difference between provisioned throughput and serverless mode in Azure Cosmos DB?,"The difference between provisioned throughput and serverless mode in Azure Cosmos DB lies in how resources are allocated and billed:

1. **Provisioned Throughput:**
   - You explicitly allocate a fixed amount of Request Units per second (RU/s) to your Cosmos DB container or database.
   - You are billed for the provisioned RU/s capacity regardless of actual usage.
   - Provides predictable performance and is suitable for workloads with steady or predictable traffic.
   - Allows for scaling throughput up or down manually or via autoscale.
   - Offers higher availability and SLA guarantees for throughput.

2. **Serverless Mode:**
   - No need to provision throughput upfront.
   - You are billed based on the actual Request Units consumed by your operations.
   - Ideal for intermittent, unpredictable, or low-traffic workloads.
   - Automatically scales with demand without manual intervention.
   - Has some limitations on maximum RU/s per operation and may not be suitable for high-throughput scenarios.

In summary, provisioned throughput is a capacity-based, pre-allocated model with predictable billing and performance, while serverless mode is a consumption-based model that charges based on usage and is optimized for variable or low traffic patterns.",[],3506,,,,,,,
Q149,,,False,cosmos_db,A,How do you perform a cross-partition query in Azure Cosmos DB?,"To perform a cross-partition query in Azure Cosmos DB, you need to:

1. **Enable cross-partition querying**: When using the SDK or REST API, set the option to allow cross-partition queries. For example, in the .NET SDK, set `EnableCrossPartitionQuery = true` in the `QueryRequestOptions`.

2. **Use a query that does not specify a single partition key**: Cross-partition queries run across all partitions, so your query should not restrict to a single partition key value.

3. **Example in .NET SDK**:

```csharp
var queryDefinition = new QueryDefinition(""SELECT * FROM c WHERE c.property = @value"")
    .WithParameter(""@value"", someValue);

var queryRequestOptions = new QueryRequestOptions
{
    MaxItemCount = -1,
    EnableCrossPartitionQuery = true
};

FeedIterator<MyItem> resultSetIterator = container.GetItemQueryIterator<MyItem>(
    queryDefinition,
    requestOptions: queryRequestOptions);

while (resultSetIterator.HasMoreResults)
{
    FeedResponse<MyItem> response = await resultSetIterator.ReadNextAsync();
    foreach (var item in response)
    {
        // Process item
    }
}
```

4. **In SQL API (Azure Portal or SDK)**: Just run your query without specifying a partition key, and ensure the SDK or tool supports cross-partition queries.

**Note:** Cross-partition queries can be more expensive and slower than single-partition queries, so use them judiciously.

---

**Summary:** To perform a cross-partition query, run your query without specifying a partition key and enable cross-partition querying in your SDK or API call.",[],3823,,,,,,,
Q150,,,False,cosmos_db,A,What is the TTL feature in Azure Cosmos DB used for?,"The TTL (Time to Live) feature in Azure Cosmos DB is used to automatically delete items from a container after a specified period of time. This helps manage data lifecycle by enabling automatic expiration and removal of data, reducing storage costs and simplifying data management for scenarios like session state, cache, or temporary data.",[],1828,,,,,,,
Q151,,,False,cosmos_db,A,What consistency levels are available in Azure Cosmos DB?,"Azure Cosmos DB offers five consistency levels:

1. **Strong** – Guarantees linearizability; reads always return the most recent committed write.
2. **Bounded Staleness** – Reads lag behind writes by a defined number of versions or time interval.
3. **Session** – Guarantees monotonic reads and writes within a single client session.
4. **Consistent Prefix** – Reads never see out-of-order writes; updates are seen in the order they were committed.
5. **Eventual** – No ordering guarantees; reads may see stale data but will eventually be consistent.

These levels allow you to balance between consistency, availability, and latency based on your application needs.",[],2455,,,,,,,
Q152,,,False,cosmos_db,A,How does Azure Cosmos DB support multi-region writes?,"Azure Cosmos DB supports multi-region writes through its **multi-master replication** feature. This allows you to enable **write operations in multiple Azure regions simultaneously**, providing the following capabilities:

1. **Global Distribution with Multi-Master**: You can configure your Cosmos DB account to have multiple writable regions. Each region acts as a master, allowing applications to perform write operations locally, reducing latency.

2. **Conflict Resolution**: Since writes can occur concurrently in multiple regions, Cosmos DB provides automatic conflict resolution policies to handle data conflicts. You can choose from:
   - Last write wins (based on a timestamp)
   - Custom conflict resolution using stored procedures

3. **Consistency Models**: Cosmos DB offers five well-defined consistency levels (Strong, Bounded Staleness, Session, Consistent Prefix, Eventual) that work seamlessly with multi-region writes, allowing you to balance between consistency and performance.

4. **Automatic Replication and Synchronization**: Changes made in one region are asynchronously replicated to other writable regions, ensuring data synchronization across the globe.

In summary, Azure Cosmos DB’s multi-master capability enables multi-region writes by allowing multiple writable replicas, automatic conflict resolution, and global data synchronization, thereby supporting highly available and low-latency write operations worldwide.",[],3264,,,,,,,
Q153,,,False,cosmos_db,A,What is the Azure Cosmos DB emulator used for?,"The Azure Cosmos DB emulator is used for developing and testing applications locally that interact with Azure Cosmos DB. It provides a local environment that emulates the Azure Cosmos DB service, allowing developers to build and test their applications without needing an internet connection or an actual Azure subscription. This helps in speeding up development cycles and reducing costs before deploying to the cloud.",[],1814,,,,,,,
Q154,,,False,cosmos_db,A,How does Azure Cosmos DB index data by default?,"By default, Azure Cosmos DB automatically indexes all data within a container without requiring any schema or index management from the user. It uses a range index on all properties, which supports efficient queries including equality and range queries. This automatic indexing enables fast query performance and flexible querying capabilities out of the box.",[],2134,,,,,,,
Q155,,,False,cosmos_db,A,What is the difference between a database and a container in Azure Cosmos DB?,"In Azure Cosmos DB, the terms **database** and **container** refer to different levels of the data hierarchy and serve distinct purposes:

- **Database**:  
  - A logical namespace that groups one or more containers.  
  - It acts as a top-level organizational unit within a Cosmos DB account.  
  - Databases help manage and isolate containers, and you can set throughput (RU/s) at the database level if desired.  
  - Example: You might have a database named ""CustomerData"" that contains multiple containers related to customer information.

- **Container**:  
  - A container is a schema-agnostic container of items (documents, key-value pairs, graph nodes, etc.) within a database.  
  - It is the unit of scalability and distribution in Cosmos DB.  
  - Containers store the actual data and have a partition key that determines how data is distributed across partitions.  
  - You can configure throughput (RU/s) at the container level if not set at the database level.  
  - Example: Within the ""CustomerData"" database, you might have containers like ""Profiles,"" ""Orders,"" and ""Feedback.""

**In summary:**  
- A **database** is a logical grouping of containers.  
- A **container** is where the actual data resides and is the unit of scalability and partitioning.",[],3324,,,,,,,
Q156,,,False,kubernetes,A,What is a Kubernetes pod?,"A Kubernetes pod is the smallest and simplest unit in the Kubernetes object model that you can create or deploy. It represents a single instance of a running process in a cluster and can contain one or more tightly coupled containers that share the same network namespace, storage volumes, and lifecycle. Pods are used to host application containers and provide an environment for them to run together on the same node.",[],2070,,,,,,,
Q157,,,False,kubernetes,A,What is the difference between a Deployment and a StatefulSet in Kubernetes?,"The key differences between a **Deployment** and a **StatefulSet** in Kubernetes are related to how they manage pods and their associated storage:

1. **Pod Identity and Ordering:**
   - **Deployment:** Pods are interchangeable and have no stable, unique identity. They are created and destroyed in any order.
   - **StatefulSet:** Pods have a stable, unique network identity (a persistent hostname) and are created, updated, and deleted in a defined order (sequentially).

2. **Storage:**
   - **Deployment:** Typically uses ephemeral storage or shared storage; pods do not have stable persistent storage tied to their identity.
   - **StatefulSet:** Provides stable, persistent storage for each pod using PersistentVolumeClaims (PVCs) that are retained across pod restarts and rescheduling.

3. **Use Cases:**
   - **Deployment:** Suitable for stateless applications where any pod can serve any request (e.g., web servers, front-end apps).
   - **StatefulSet:** Designed for stateful applications that require stable identities and persistent storage (e.g., databases, distributed systems like Kafka, Cassandra).

In summary, use **Deployment** for stateless workloads and **StatefulSet** for stateful workloads requiring stable identities and persistent storage.",[],3594,,,,,,,
